name,location,cuisines,rating,approx_cost
Utsav Restaurant,Banashankari,"North Indian, Chinese",3.8,300.0
Crunch and Munch,Uttarahalli,"Chinese, Street Food, Ice Cream",3.7,300.0
Food Geek,Basavanagudi,"Sandwich, Fast Food, Rolls",3.8,350.0
Sri Krishna Aramane,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Fast Food",3.7,200.0
Great Indian Rolls,Basavanagudi,Rolls,3.3,100.0
Chats Point,Basavanagudi,"Fast Food, Street Food",3.4,150.0
Food Point,Kumaraswamy Layout,"North Indian, Chinese",3.5,300.0
Swarga Ruchi,Basavanagudi,South Indian,3.3,200.0
Kolkata King,Basavanagudi,"Fast Food, Rolls",3.4,300.0
Sandwich Mama's And Frozen Monster,Jayanagar,"Ice Cream, Beverages, Fast Food",3.8,250.0
New Rajadhani Spicy,Kumaraswamy Layout,North Indian,3.7,700.0
Big Mishra Pedha,Jayanagar,Mithai,2.9,250.0
VEGeatz,Banashankari,"South Indian, North Indian",3.4,200.0
Foodizo,Banashankari,"Desserts, Fast Food, Continental",3.6,300.0
Food Springs,Jayanagar,"South Indian, Chinese",4.0,400.0
Chung's Chinese Corner,Jayanagar,Chinese,3.9,700.0
Eurasia Pasta and Barbeque by Little Italy,Jayanagar,"Italian, Fast Food, Salad, BBQ",4.1,1200.0
Goli Vada Pav No. 1,Basavanagudi,Street Food,3.7,200.0
Ragoo's,Jayanagar,"Italian, Pizza, North Indian, Salad",3.9,800.0
Pure & Natural,Jayanagar,"Fast Food, Continental, Beverages, Salad, Healthy Food",3.9,500.0
Maiyas,Jayanagar,"North Indian, South Indian, Fast Food, Juices",4.0,200.0
Sip n Dine,Vijay Nagar,"North Indian, Chinese, South Indian",3.6,800.0
Cafe Mondo,Basavanagudi,"Cafe, Italian, Beverages",3.7,600.0
Jalpaan,Jayanagar,"North Indian, Continental",4.0,900.0
Kataria's Pakwan,Kumaraswamy Layout,North Indian,3.2,400.0
Juicy Momos,Banashankari,"Tibetan, Momos",3.5,250.0
Amande Patisserie,Basavanagudi,"Bakery, French, Desserts",4.0,300.0
Anand Sweets and Savouries,Jayanagar,"Mithai, Street Food",3.9,400.0
Chicken Hunt,Banashankari,"South Indian, North Indian, Chinese, Biryani",3.5,350.0
Swadesh Tadka,Banashankari,"North Indian, Chinese, Beverages",3.5,600.0
Cane-O-La,Basavanagudi,Juices,3.8,100.0
New Biryani Mane,Uttarahalli,"North Indian, Chinese, Biryani, South Indian",3.7,450.0
Upahara Darshini,Jayanagar,"South Indian, North Indian, Chinese",3.8,400.0
Karnataka Bhel House,Basavanagudi,Street Food,4.1,100.0
Sreeraj Lassi Bar,Jayanagar,Beverages,4.1,150.0
Juice Junction Food Court,Basavanagudi,"Juices, South Indian, Chinese, Fast Food",3.7,200.0
Bunt's Biriyani Palace,Banashankari,"North Indian, South Indian, Chinese, Biryani, Seafood",3.0,400.0
Chai Point,Jayanagar,"Tea, Beverages, Fast Food",3.2,250.0
Janahaar,Banashankari,South Indian,3.8,100.0
Utsav,Banashankari,"North Indian, Street Food",3.7,200.0
Meat And Eat,Banashankari,"Fast Food, Burger",3.1,500.0
Snacks Bite,Kumaraswamy Layout,"Fast Food, Momos",3.0,400.0
The Spice Saga,Kumaraswamy Layout,"Biryani, North Indian, Chinese, Seafood",3.7,750.0
Dakshin Cafe,Kumaraswamy Layout,South Indian,3.7,100.0
Mr. Parathewala,Jayanagar,North Indian,0.0,300.0
Kaulige Millet Corner,Basavanagudi,"Healthy Food, South Indian",3.3,150.0
Ifruit Ice Cream,Kumaraswamy Layout,"Desserts, Ice Cream",3.3,150.0
Havmor,Basavanagudi,"Ice Cream, Desserts",3.8,200.0
Grand Food,Banashankari,"South Indian, Bakery, Chinese",3.4,250.0
Dining Hut,Kumaraswamy Layout,"North Indian, Chinese, South Indian",3.5,400.0
7 Hills Garden Restaurant,Banashankari,"North Indian, Mughlai, Chinese",0.0,400.0
Desi Swaad,Kumaraswamy Layout,North Indian,3.5,400.0
Yummy Momos,Kumaraswamy Layout,"Momos, Tibetan, Chinese",3.2,200.0
Masale Daan,Banashankari,North Indian,3.1,350.0
Sri Manjunatha Tandoori Corner,Uttarahalli,Mughlai,0.0,300.0
Grow Fit,JP Nagar,"Healthy Food, North Indian, Thai",3.6,500.0
The House Of Vadapav,Banashankari,,0.0,150.0
Cutcakes,Kumaraswamy Layout,Bakery,0.0,300.0
Lassi Spot,Kumaraswamy Layout,,3.3,100.0
Sandwich Hub,Jayanagar,"Fast Food, Sandwich",3.4,300.0
Healthy Bakes 'n' Brew,Jayanagar,Bakery,0.0,150.0
Udupi Sri Krishna Cafe,Jayanagar,"North Indian, South Indian",3.9,600.0
Starlite Bakery & Fastfood,Jayanagar,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",3.7,300.0
Veganbreak24x7,City Market,"South Indian, Chinese, Continental, Biryani",2.8,199.0
Aadhya Hotel,Basavanagudi,"South Indian, North Indian, Chinese, Biryani",3.3,800.0
Dodda Mane Baaduta,Banashankari,"North Indian, South Indian, Chinese, Biryani",3.5,250.0
Swadd Kitchen,Basavanagudi,"North Indian, Fast Food",3.4,500.0
Nandini Milk Parlour and Restaurant,Mysore Road,"Sandwich, Rolls, South Indian, Ice Cream",0.0,250.0
Happy Chopsticks,Basavanagudi,"Chinese, Fast Food",3.6,300.0
Sai Super Sandwich,Banashankari,"Sandwich, Beverages",0.0,200.0
Right Pizza,Basavanagudi,Pizza,0.0,300.0
Udupi Upachar,Banashankari,"South Indian, North Indian",3.3,500.0
Davanagere Benne Dose Hut,Banashankari,South Indian,3.4,100.0
The Sip Shop,Basavanagudi,"Pizza, Beverages, Ice Cream",0.0,200.0
Subz,Jayanagar,"North Indian, South Indian",4.2,1000.0
Rajastani Rasoi,Basavanagudi,North Indian,0.0,100.0
Sri Banashankari Upahara,Kumaraswamy Layout,"North Indian, South Indian",0.0,150.0
Mint and Mustard,Basavanagudi,"North Indian, Chinese",4.0,750.0
Chinese Square,Basavanagudi,Chinese,3.9,200.0
Hyderabad Express,Banashankari,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",0.0,300.0
Punjabi Raswada,Jayanagar,North Indian,3.5,800.0
Vinny's,Banashankari,"Pizza, Italian, Continental, Desserts",4.2,800.0
Chetty's Corner,Uttarahalli,"Fast Food, Burger, Pizza",3.4,200.0
Kapoor's Cafe,Jayanagar,North Indian,4.2,800.0
Donne Biryani & Kabab Corner,Kumaraswamy Layout,"Chinese, Biryani",3.3,200.0
Sukh Sagar,Jayanagar,"South Indian, North Indian, Chinese, Street Food",3.8,450.0
S M V Snacks Corner,Basavanagudi,Fast Food,3.7,200.0
Andhra Ruchulu,Jayanagar,"Andhra, Biryani, North Indian, Chinese",4.1,1000.0
The Samosa Co,Jayanagar,"Fast Food, Mithai",0.0,200.0
Steaming Mugs,Basavanagudi,Cafe,3.9,700.0
Rajathadri Food Fort,Jayanagar,"South Indian, North Indian, Chinese, Street Food",4.0,600.0
Brew Meister,Jayanagar,"North Indian, Continental, Finger Food, American, Asian",4.1,1500.0
Rasoi,Banashankari,"North Indian, Chinese",3.3,300.0
Mr. Singh Da Dhaba,Kumaraswamy Layout,"North Indian, Chinese",3.6,300.0
Kababs N Biryani,Banashankari,South Indian,3.4,200.0
Ayodhya Upachar,Banashankari,"South Indian, North Indian, Chinese, Street Food",4.3,200.0
Biriyani Mane,Jayanagar,"North Indian, Biryani",3.8,400.0
Cafe Ajfan,Jayanagar,"Cafe, Continental, Beverages",4.2,700.0
Brundhavana Food Point,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Street Food, Beverages",4.0,300.0
SLV Corner Restaurant,Basavanagudi,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",4.1,550.0
Biryani Royals Garden,Kumaraswamy Layout,"North Indian, Biryani, Mughlai",0.0,500.0
Hotel New Karavali,Banashankari,"Mangalorean, South Indian, North Indian",3.8,300.0
The Krishna Grand,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",3.9,750.0
Roti Ghar,Basavanagudi,"North Indian, Chinese, South Indian",3.9,500.0
Multi Snacky Hub,Basavanagudi,Fast Food,0.0,200.0
Kettle & Kegs,Banashankari,"Tea, Beverages",3.2,200.0
Baisakhi,Basavanagudi,North Indian,3.8,500.0
Poonam Sweets,Banashankari,Mithai,4.4,150.0
Amma's Pastries,Banashankari,Bakery,3.8,400.0
Polar Bear,Banashankari,"Ice Cream, Desserts, Beverages, Sandwich",3.9,400.0
Anand Sweets and Savouries,Banashankari,"Mithai, Street Food",3.7,400.0
Ibaco,Banashankari,Desserts,3.9,300.0
The Lassi and Juice Park,Banashankari,"Juices, Desserts",3.8,150.0
Corner Stone,Banashankari,"Beverages, Juices, Desserts, Italian",3.6,300.0
Arun Ice Cream,Banashankari,"Ice Cream, Desserts",3.4,150.0
Melting Melodies,Banashankari,Bakery,0.0,300.0
Sweet N Swirl,Banashankari,"Desserts, Ice Cream",3.2,150.0
Mukesh Sweet Centre,Banashankari,Mithai,0.0,300.0
Gopi Ice Creams,Banashankari,Ice Cream,0.0,100.0
Sri Venkateshwara Sweet Meat Stall,Basavanagudi,"Mithai, Street Food, North Indian, Chinese",4.0,400.0
Baskin Robbins,Basavanagudi,"Ice Cream, Desserts",3.7,250.0
Srinivasa Brahmins Bakery,Basavanagudi,"Bakery, Street Food",3.6,150.0
Jain Bakes,Basavanagudi,"Bakery, Desserts",3.6,250.0
KC Das - Sweet Spot,Basavanagudi,"Mithai, Street Food",3.6,200.0
A2B Veg - Adyar Ananda Bhavan,Basavanagudi,"South Indian, North Indian, Chinese, Street Food",2.7,400.0
Cakecraft,Jayanagar,Desserts,0.0,350.0
My Tea House,Banashankari,"Continental, Asian, North Indian, Tea",0.0,500.0
Jcubez,Banashankari,Finger Food,3.8,1300.0
Ferment,Banashankari,Continental,0.0,1000.0
Chung Wah,Banashankari,"Chinese, Momos, Thai, Vietnamese",3.9,900.0
Blue Wings Bar & Restaurant,Banashankari,"North Indian, Chinese",3.7,700.0
New Imperial Restaurant,Banashankari,"North Indian, Chinese",3.7,450.0
7 Hills Restaurant,Banashankari,"North Indian, South Indian",0.0,500.0
Karavali Fish Center,Banashankari,"Mangalorean, Chinese",3.4,300.0
Iyer's Tiffin Centre,Banashankari,"South Indian, Chinese",3.8,150.0
Kydz Adda,Banashankari,Continental,3.4,500.0
Food Box Cafe,Banashankari,"Mughlai, North Indian, Chinese",3.6,500.0
Linnet Bar & Restaurant,Banashankari,"Fast Food, Finger Food",0.0,500.0
Sri Ganesh Juice and Chats,Banashankari,"Juices, Street Food",3.5,150.0
Manifest Cafe,Banashankari,"South Indian, North Indian, Chinese",3.5,500.0
Beijing Bites,Banashankari,"Chinese, Thai",2.7,850.0
Karavali Lunch Home,Banashankari,"South Indian, North Indian, Seafood, Mangalorean",0.0,400.0
SLN Bar and Restaurant,Banashankari,"North Indian, Chinese",0.0,700.0
Parijatha Paradise,Banashankari,"South Indian, North Indian, Fast Food, Chinese, Street Food",0.0,500.0
Taaza Thindi,Banashankari,South Indian,4.7,100.0
Kaapi Corner,Banashankari,South Indian,0.0,100.0
Sri Laxmi Venkateshwara Coffee Bar,Banashankari,South Indian,4.4,100.0
Messy Bowl,Banashankari,"Fast Food, Beverages",3.8,500.0
Brahmin Cafe,Banashankari,South Indian,3.8,150.0
Hotel Mangala,Banashankari,South Indian,3.9,250.0
Simple Thindies,Banashankari,South Indian,3.5,200.0
SLV Swadishta,Banashankari,South Indian,3.8,300.0
New Sagar Fast Food,Banashankari,"North Indian, South Indian",3.6,250.0
Parama Ruchi,Banashankari,"South Indian, North Indian, Chinese, Street Food",3.5,300.0
Thrilok Restaurant,Banashankari,"Mangalorean, Seafood",3.4,350.0
Shri Guru Raghavendra Grand Veg,Banashankari,"South Indian, North Indian, Chinese",0.0,400.0
Pizza Stop,Banashankari,"Pizza, Italian",3.0,600.0
Hanumanthanagar Biryani Junction,Banashankari,South Indian,3.5,300.0
SLV Refreshment,Banashankari,South Indian,4.1,100.0
SVKP Daily Fresh,Banashankari,South Indian,3.3,350.0
Srinagar Kabab Corner,Banashankari,North Indian,3.4,250.0
Sri Venkateshwara Chat Centre,Banashankari,Street Food,3.5,100.0
Vinay Bhel Corner,Banashankari,Street Food,3.4,100.0
Roti Land,Banashankari,North Indian,0.0,200.0
Nandi Chats and Juice,Banashankari,Street Food,3.6,150.0
Yaarub Hotel,Banashankari,Biryani,0.0,250.0
Rotti Mane,Banashankari,South Indian,0.0,100.0
Karnataka Bhel House,Banashankari,Street Food,0.0,150.0
The Coorg Kitchen,Banashankari,South Indian,0.0,400.0
Just Shawarma,Banashankari,Arabian,3.8,300.0
FOOD ADDA,Banashankari,Fast Food,3.2,200.0
Hotel Nisarga,Banashankari,"North Indian, South Indian",3.2,250.0
Yo Roll Corner,Banashankari,"Street Food, Rolls",3.0,200.0
New Quality Dum Biryani,Banashankari,Biryani,3.1,200.0
Sri Lakshmi Kabab Center,Banashankari,Kebab,3.3,200.0
Cueferia A-Cafe,Banashankari,"North Indian, South Indian, Fast Food, Chinese, Italian",0.0,400.0
Dtink Lab,Banashankari,"Beverages, Sandwich",0.0,80.0
Shree Udupi South kitchen,Banashankari,South Indian,0.0,150.0
Tasty Bites,Banashankari,"Fast Food, Pizza",3.7,150.0
Raams Chicken,Banashankari,Andhra,3.6,300.0
Panchami,Banashankari,"North Indian, Chinese",3.0,300.0
Bangalore Kabab Palace,Banashankari,"Andhra, Biryani",0.0,150.0
Quality Dum Biriyani,Banashankari,"Biryani, Kebab",0.0,150.0
Taja Coffee,Banashankari,South Indian,0.0,150.0
New Prakash Hotel,Banashankari,South Indian,0.0,250.0
Kings Court Daba,Banashankari,"Chinese, North Indian",0.0,450.0
MM Tiffen Center,Banashankari,"South Indian, Fast Food",0.0,150.0
Sri Raghavendra Prasanna Coffee Beans Club,Banashankari,South Indian,0.0,150.0
Sri Balaji Tiffin Centre,Banashankari,"South Indian, Chinese",0.0,300.0
Kavali,Banashankari,"South Indian, Street Food",4.0,300.0
Ranganna Military Hotel,Jayanagar,"South Indian, Biryani",4.2,350.0
Vidyarthi Bhavan,Basavanagudi,South Indian,4.4,150.0
Bharjari Oota,Basavanagudi,South Indian,3.9,350.0
Bridgeway,Mysore Road,"North Indian, Chinese",3.8,550.0
Soho Bar & Grill,Basavanagudi,"North Indian, Chinese, Thai",2.7,1100.0
Bhavani Restaurant,Basavanagudi,"South Indian, North Indian, Chinese",3.9,300.0
Zephyr,Basavanagudi,"Italian, Continental",3.9,650.0
Hotel Dwarka,Basavanagudi,South Indian,4.2,250.0
Nisarga Garden Restaurant,Basavanagudi,"South Indian, Chinese, Desserts, Beverages",3.4,350.0
Ma-Arya Family Restaurant,Basavanagudi,"Biryani, South Indian, North Indian, Chinese, Andhra",3.7,600.0
A2B - Adyar Ananda Bhavan,Mysore Road,"South Indian, Fast Food, Street Food",3.8,400.0
New Prashanth Hotel,Basavanagudi,South Indian,3.9,400.0
Udupi Sri Krishna Bhavan,Basavanagudi,South Indian,4.1,600.0
Ice Thunder,Basavanagudi,"South Indian, Fast Food, North Indian, Desserts",3.8,300.0
Upahara Darshini,Basavanagudi,South Indian,4.2,150.0
Mahalaxmi Tiffin Room,Basavanagudi,South Indian,4.1,100.0
Sandwichwallas,Basavanagudi,Fast Food,4.0,200.0
Basavanagudi Mylari,Basavanagudi,South Indian,4.0,300.0
New Prashanth Hotel,Basavanagudi,"South Indian, Biryani, Chinese, North Indian",2.9,750.0
Shrinidhi Military Hotel,Basavanagudi,"North Indian, Mughlai",3.3,300.0
Pramukh Family Restaurant,Basavanagudi,"North Indian, Chinese, Mughlai",3.9,700.0
Vybhava,Jayanagar,"South Indian, North Indian",3.8,250.0
Shree Venkateshwara North Karnataka Hotel,Basavanagudi,South Indian,4.0,200.0
Anand Sagar Inn,Basavanagudi,"South Indian, North Indian, Chinese",3.3,450.0
Sangam Military Hotel,Jayanagar,South Indian,3.2,250.0
Pallavi Bar & Restaurant,Mysore Road,"North Indian, South Indian, Chinese",0.0,550.0
Belly Squad Food Truck,South Bangalore,"Chinese, Rolls, Biryani, Momos",3.8,300.0
Tejas Bar and Restaurant,Nagarbhavi,"Chinese, South Indian",0.0,800.0
Old Days North Indian Restaurant,Basavanagudi,North Indian,0.0,450.0
50-50 EATING HOUSE,Basavanagudi,"South Indian, Biryani",3.2,100.0
Om Shiva Shakthi Chats Centre,Basavanagudi,"Street Food, Fast Food",3.9,300.0
Rolls Corner,Basavanagudi,"Fast Food, Rolls",3.6,150.0
Charisma's Matru Sagar,Mysore Road,"South Indian, Chinese",0.0,150.0
New Ambur Hot Dum Biryani,Mysore Road,Biryani,3.2,150.0
Sticke2Waffles,Basavanagudi,"South Indian, Fast Food",0.0,100.0
Nimmoora Thindi,Mysore Road,"North Indian, South Indian",0.0,400.0
Oasis Food Center,Basavanagudi,Fast Food,0.0,150.0
Godumana Moddha Hotel,Mysore Road,Biryani,0.0,250.0
Ambur Dum Biriyani,Basavanagudi,Biryani,0.0,160.0
Food Plaza,Basavanagudi,"South Indian, North Indian, Chinese",0.0,150.0
Deja Vu Resto Bar,Bannerghatta Road,"North Indian, Italian",4.4,900.0
Fattoush,Bannerghatta Road,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",4.2,1000.0
Empire Restaurant,Bannerghatta Road,"North Indian, Mughlai, South Indian, Chinese",4.3,750.0
Abhiruchi Hotel,Bannerghatta Road,"Andhra, Biryani, North Indian, Chinese",3.3,550.0
Tulips,Bannerghatta Road,"North Indian, South Indian, Chinese, Continental",3.1,800.0
Barbeque Nation,JP Nagar,"North Indian, European, Mediterranean, BBQ, Kebab",4.7,1600.0
Sattvam,JP Nagar,"North Indian, South Indian",4.3,1200.0
24th Main,JP Nagar,"North Indian, South Indian, Chinese",4.1,800.0
Zaitoon,JP Nagar,"BBQ, Arabian, Chinese, North Indian, Desserts",4.1,1000.0
Mango Greens,JP Nagar,"North Indian, Continental, Chinese",3.9,900.0
Oye Amritsar,JP Nagar,North Indian,3.8,1000.0
Melt - Eden Park,JP Nagar,"North Indian, Chinese, Thai, Mughlai, Seafood",4.0,1000.0
Crave Bit Cafe,JP Nagar,Cafe,0.0,600.0
Spice Code,JP Nagar,"South Indian, North Indian, Chinese, Biryani",4.0,1000.0
The Onyx - The HHI Select Bengaluru,JP Nagar,"North Indian, Chinese, Continental",3.3,950.0
The Pavillion,JP Nagar,"North Indian, Continental, South Indian, Chinese",2.7,1000.0
Sankranthi Veg Restaurant,BTM,"South Indian, North Indian, Chinese",3.0,600.0
Tisano Cafe,Bannerghatta Road,"Cafe, Fast Food, Chinese, Continental",3.8,500.0
Cafe Kabana,Bannerghatta Road,"Cafe, Continental",4.0,700.0
Butterly,Bannerghatta Road,"Cafe, Bakery, Beverages",3.9,450.0
Cafe Conico,Bannerghatta Road,"Cafe, Beverages",0.0,600.0
Black Mug Cafe,Bannerghatta Road,Cafe,3.7,300.0
#refuel,Bannerghatta Road,"Cafe, Beverages",3.7,400.0
WAFL,Bannerghatta Road,"Cafe, Fast Food, Desserts, Beverages",3.9,400.0
Vaho Kafe & Pressery,Bannerghatta Road,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",3.9,500.0
Dreamcatcher,Bannerghatta Road,Cafe,3.9,600.0
Cafe Coffee Day,Bannerghatta Road,"Cafe, Fast Food",3.6,900.0
Cafe Arabica,Bannerghatta Road,"Cafe, Bakery",3.8,700.0
Starbucks,Bannerghatta Road,"Cafe, Desserts",3.9,700.0
Smoor,Bannerghatta Road,"Desserts, Cafe, Beverages",3.6,900.0
Kalmane Koffees,Bannerghatta Road,Cafe,3.9,350.0
Shee-Sha Cafe,Bannerghatta Road,"Cafe, North Indian, Chinese, Continental",3.6,800.0
Brews N Bites,Bannerghatta Road,"Chinese, Fast Food, Cafe, Street Food, Finger Food",2.7,650.0
D2V Cafe,Bannerghatta Road,Cafe,3.6,700.0
Wellness Cafe,Bannerghatta Road,"Cafe, Healthy Food",0.0,400.0
Cafe Talk,Bannerghatta Road,"Cafe, Continental, North Indian, Bakery, Desserts",3.3,700.0
Cafe Choco Craze,Bannerghatta Road,"Cafe, Fast Food, Desserts",3.7,400.0
Healthy Smoothie,Bannerghatta Road,"American, Bakery, Beverages, Cafe, Healthy Food, Juices, North Indian, Sandwich",0.0,300.0
Me N U,Bannerghatta Road,"Finger Food, Wraps, Cafe, Continental, Healthy Food",0.0,500.0
Slate Cafe,JP Nagar,"Cafe, Sandwich, Burger",4.1,600.0
Dialogues,JP Nagar,"Cafe, Continental",4.0,600.0
Cafe Zuppa,JP Nagar,"Cafe, Pizza, Fast Food",0.0,450.0
Mudpipe Cafe,JP Nagar,"Cafe, Continental, North Indian",3.9,800.0
TAB - Take A Break,JP Nagar,"Cafe, Continental, Italian",4.1,550.0
Biggies Burger 'n' More,JP Nagar,"Cafe, Burger, Beverages",4.1,650.0
Onesta,JP Nagar,"Pizza, Cafe, Italian",4.4,600.0
Cafe Potpourri,JP Nagar,"Cafe, Sandwich, North Indian, Beverages, Desserts",3.7,400.0
De Oxford Cafe,JP Nagar,"Cafe, Beverages, Fast Food",3.7,500.0
Vinaya Coffee Moments,JP Nagar,"Burger, Cafe, Desserts, Sandwich, Italian",3.7,450.0
Brew Point,JP Nagar,"Cafe, American, Burger, Sandwich, Fast Food",3.6,500.0
The Cravery,JP Nagar,"Continental, Burger, Beverages, Cafe, Italian, Rolls",2.6,500.0
Cuppa,JP Nagar,"Cafe, Fast Food",3.4,550.0
Anju's Cafe,JP Nagar,"Cafe, North Indian",3.4,600.0
Furry Fairy Paw Paradise,JP Nagar,Cafe,0.0,500.0
Junkealth,JP Nagar,"Healthy Food, Beverages, Cafe",0.0,300.0
Skytouch Le Cafe,JP Nagar,"Cafe, Italian, Desserts",3.7,700.0
Woodee Pizza,JP Nagar,"Cafe, Pizza, Fast Food, Beverages",2.7,500.0
Hearts Unlock Cafe,BTM,"Cafe, Healthy Food",3.2,500.0
eat.fit,BTM,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",4.5,500.0
Sai Abhiruchi,BTM,"Andhra, North Indian, Biryani",3.7,800.0
Capsicum Family Restaurant,BTM,"Biryani, North Indian",3.8,800.0
Box Magic,Bannerghatta Road,"North Indian, South Indian, Seafood, Rolls",3.6,400.0
Maa'r Rannaghor,JP Nagar,"Bengali, Chinese",3.8,400.0
Easy Bites,JP Nagar,"Fast Food, Sandwich",4.1,300.0
Hiyar Majhe Kolkata,BTM,"Bengali, North Indian",4.0,400.0
Dabba Gosht,JP Nagar,"Arabian, Middle Eastern",3.4,400.0
Empire Restaurant,JP Nagar,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",3.6,400.0
Punjabites,JP Nagar,"North Indian, Charcoal Chicken",3.7,400.0
Sri Lakshmi Dhaba,BTM,North Indian,2.9,250.0
XO Belgian Waffle,BTM,"Desserts, Beverages",4.5,400.0
Swadista Aahar,BTM,"South Indian, North Indian, Chinese, Street Food",4.1,300.0
Vegetarea,BTM,South Indian,3.9,250.0
Al-Bek,JP Nagar,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",3.6,300.0
Aniram's,JP Nagar,"Chinese, North Indian",4.1,500.0
Punjabi Nawabi,Bannerghatta Road,North Indian,3.8,400.0
YummRajj,BTM,Fast Food,3.3,500.0
Swad Punjab Da,BTM,North Indian,4.0,150.0
BOX8- Desi Meals,Bannerghatta Road,"North Indian, Mughlai, Fast Food",4.1,500.0
Roti Wala,BTM,North Indian,4.0,300.0
Midnight Mania,BTM,"Pizza, Italian, Beverages",4.1,700.0
Kitchens@JP Nagar,JP Nagar,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",3.9,400.0
Krishna Kuteera,Bannerghatta Road,"South Indian, North Indian, Chinese",4.0,400.0
Apna Punjab,BTM,"North Indian, Chinese, Fast Food",3.6,450.0
Paratha Junction,BTM,"North Indian, Chinese",2.9,300.0
Nellore Bhojanam,Bannerghatta Road,Andhra,3.1,250.0
Momoz,BTM,"Chinese, Momos",4.0,600.0
Kalingas,BTM,"Oriya, Fast Food",3.9,250.0
Kanteen The Eatery,Bannerghatta Road,North Indian,3.9,400.0
Kullad Cafe,BTM,"North Indian, Cafe, Fast Food, Beverages",3.9,200.0
Donne Biriyani House,JP Nagar,"Biryani, Andhra",3.3,350.0
Litti Twist,BTM,"North Indian, Bihari",4.1,300.0
